,0,1,2,3,4,5,6,7,8
0,1.627,0.545,0.272,0.233,0.292,0.292,0.233,0.272,0.545
1,1.213,0.464,0.35,0.202,0.307,0.227,0.203,0.081,0.362
2,0.339,0.261,0.244,0.116,0.203,0.171,0.122,0.144,0.17
3,0.262,0.262,0.15,0.026,0.078,0.078,0.026,0.15,0.262
4,0.202,0.261,0.18,0.064,0.124,0.091,0.058,0.131,0.253
5,0.202,0.253,0.131,0.058,0.091,0.124,0.064,0.18,0.261
6,0.262,0.262,0.15,0.026,0.078,0.078,0.026,0.15,0.262
7,0.339,0.17,0.144,0.122,0.171,0.203,0.116,0.244,0.261
8,1.213,0.362,0.081,0.203,0.227,0.307,0.202,0.35,0.464
