,0,1,2,3,4,5,6,7,8
0,1.0,0.259,0.11,0.086,0.109,0.099,0.067,0.072,0.0
1,0.617,0.194,0.125,0.064,0.1,0.066,0.05,0.019,0.0
2,0.139,0.095,0.075,0.032,0.059,0.046,0.029,0.036,0.0
3,0.099,0.087,0.041,0.007,0.021,0.02,0.006,0.037,0.0
4,0.075,0.086,0.051,0.016,0.033,0.023,0.013,0.032,0.0
5,0.072,0.079,0.035,0.015,0.024,0.032,0.015,0.045,0.0
6,0.087,0.074,0.038,0.006,0.02,0.019,0.006,0.034,0.0
7,0.1,0.044,0.036,0.03,0.044,0.05,0.024,0.052,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
