,0,1,2,3,4
0,1.0,1.415,0.135,0.104,0.0
1,0.633,1.234,0.217,0.296,0.0
2,0.066,0.558,0.297,0.211,0.0
3,0.374,0.245,0.09,0.303,0.0
4,0.39,0.23,0.532,0.473,0.0
5,0.342,0.242,0.569,0.263,0.0
6,0.251,0.33,0.222,0.027,0.0
7,0.029,0.203,0.129,0.105,0.0
8,0.0,0.0,0.0,0.0,0.0
