,0,1,2,3,4
0,1.0,-0.177,-0.017,0.077,0.0
1,-0.085,-0.001,0.002,-0.01,0.0
2,-0.0,0.076,0.091,0.042,0.0
3,0.035,0.014,-0.005,-0.002,0.0
4,0.01,0.008,0.001,-0.002,0.0
5,-0.012,-0.0,-0.006,-0.013,0.0
6,-0.0,0.017,0.014,0.002,0.0
7,0.017,-0.023,-0.037,-0.007,0.0
8,0.0,0.0,0.0,0.0,0.0
