,0,1,2,3,4
0,1.0,0.778,0.082,0.061,0.0
1,0.64,0.752,0.236,0.152,0.0
2,0.147,0.512,0.089,0.263,0.0
3,0.476,0.283,0.225,0.185,0.0
4,0.482,0.107,0.404,0.208,0.0
5,0.435,0.19,0.278,0.228,0.0
6,0.317,0.179,0.177,0.074,0.0
7,0.057,0.089,0.164,0.013,0.0
8,0.0,0.0,0.0,0.0,0.0
